;1990;1995;2000;2005;2009;2010;2011;2012;2013;2014;2015;2016;2017
Libya;28901836158.1921;25544128198.9955;38270206950.41;47334148578.4164;63028320702.0343;74773444900.5368;34699395523.6073;81873662518.8238;65502870173.7831;41142722414.3351;27842131486.4054;26221660076.2226;38107728082.5817
Lithuania;;7870782260.51698;11539211480.3625;26125575942.2814;37440673477.8983;37120517693.8622;43476873412.803;42848195256.2142;46417340374.5204;48516371720.8346;41508609232.7778;42773029835.3222;47168303744.1329
Luxembourg;13229247947.8513;21588170498.0843;21263514833.2412;37347394602.6614;51370543206.4462;53212476812.2957;60004630234.4135;56677961787.0717;61739352212.3049;66327344188.889;57784495265.4378;58631324559.4484;62404461274.6636
Malaysia;44024178343.0071;88704944178.6284;93789736842.1053;143534102611.497;202257586267.556;255016609232.871;297951960784.314;314443149443.149;323277158906.979;338061963396.376;296636282166.176;296752886724.682;314710259510.743
Mali;2681912030.49384;2706425298.36818;2954129565.82965;6245031690.06808;10181021770.4326;10678749467.4697;12978107560.5982;12442747897.2223;13246412031.4145;14345828992.0411;13099495529.7113;14010787737.8424;15334336143.644
Malta;2547163582.33149;3439931906.61479;4306192435.82207;6394851386.64345;8528202278.41067;8741059602.64901;9505636641.64582;9205742001.79879;10146688738.6529;11216758081.9535;10554669617.5194;11274020600.9269;12518134319.0893
Mauritius;2653480001.34558;4040345933.29231;4582555124.64952;6283803256.01264;9128843109.15588;10003670690.3497;11518393367.2403;11668685524.1265;12129642296.4425;12803445933.5894;11692287066.381;12232463655.5727;13266427697.2513
Mexico;261253582805.945;360073909243.855;707906744574.644;877476221382.101;900045350649.351;1057801295584.05;1180489601957.61;1201089987015.45;1274443084716.57;1314563967425.24;1170564619927.69;1077779580638.77;1150887823404.18
Morocco;30180108561.9305;39030285468.3841;38857251336.3448;62343022650.8742;92897320375.8176;93216746661.5977;101370474295.109;98266306615.3632;106825649872.108;110081248587.369;101179808076.36;103345296966.607;109708728848.535
Mozambique;2512079324.07706;2521738759.58885;5016469068.50898;7723846194.87446;10911698204.4676;10154238250.1818;13131168011.807;14534278439.5973;16018848993.9909;16961117243.491;14798413628.4625;10981358030.5316;12645508633.7664
Myanmar;4467116598.12933;5932278986.11381;8905066163.58643;11986972418.5103;36906181380.8127;49540813342.4834;59977326085.9908;59937797559.3294;60269734044.526;65446199787.8425;59687410896.5734;63256184700.2223;67068745521.3823
Namibia;2785764518.01845;3942478194.55049;3833993706.73581;7121391945.38407;8876191120.76189;11282192605.0374;12409629835.6998;13016272898.9038;12717790504.5002;12786078008.2376;11650656642.2655;11281259987.2185;13253698014.7075
Netherlands;314267667675.178;446528959648.641;412807259996.315;678533764457.157;857932759099.75;836389937229.197;893757287201.689;828946812396.788;866680000367.264;879635084124.987;757999453314.269;777227541581.307;826200282501.127
New Zealand;45519034243.71;63918039319.8725;52622842840.2055;114718721396.888;121338622025.111;146583831538.331;168461998741.295;176192886551.397;190785204763.525;200955119873.905;177620948761.31;189285950470.754;205852838254.712
Nicaragua;1009455483.87097;4140470000;5107329007.0922;6321335612.22234;8298695144.91507;8758622328.66962;9774316692.15985;10532001129.67;10982972256.3787;11880438824.4494;12611087031.4931;13184989877.5664;13814261535.5434
Nigeria;54035795388.0915;44062465800.0298;69448756932.6008;176134087150.54;291880204327.632;363359886203.263;410334579160.59;459376049763.819;514966287334.443;568498937615.594;494583180777.234;404649527537.713;375745486520.656
Norway;119791683307.507;152027402449.804;171315639982.731;308722079937.912;386622457579.95;429130952709.224;498831558925.86;510229136226.902;523502127659.574;499338534779.159;386663139402.707;371075238095.238;398831956477.937
Oman;11685045513.6541;13802600780.2341;19507412223.6671;31081924577.3732;48388296488.9467;58642392717.8153;67937581274.3823;76689206762.0286;78784395318.5956;81076723016.9051;68905071521.4564;66824447334.2003;72642652795.8387
Pakistan;40010424928.715;60636022422.6176;73952374969.7995;109502102510.883;168152775283.032;177406854514.885;213587413183.996;224383620829.57;231218567178.979;244360888750.807;270556126820.064;278654637737.69;304951818494.066
Panama;6433967000;9573813700;12304115000;16374393900;27116635600;29440287600;34686224300;40429734400;45599994000;49921464365.3204;54091713775.5634;57957594212.2216;62283756584.4322
Paraguay;5812114523.02702;9062131475.02318;8855705139.55857;10737500188.1123;22341754513.9643;27215968615.5548;33715524703.9288;33283228891.0923;38585317742.981;40276532540.8812;36164068797.251;36054281572.3981;39667400816.2126
Peru;26410386669.3609;53312793687.3836;51744749133.213;76060606060.6061;120822986521.479;147528937028.778;171761737046.585;192648999090.082;201217661645.509;201080662205.002;189926516769.25;191639655121.33;211389272242.157
Philippines;44311593755.7845;74119987244.5011;81026300310.0109;103071582125.968;168334601260.075;199590775190.258;224143083706.777;250092092998.143;271836123723.678;284584522898.872;292774099013.687;304889079564.142;313595208736.66
Poland;65977749036.9844;142137319587.629;171885598582.637;306125173852.573;439796160379.475;479257883741.752;528725113045.826;500284003684.372;524201151607.188;545285410921.999;476970902628.578;471992087443.889;526465839002.568
Portugal;78721607509.4923;118133634071.912;118358489957.619;197304513120.259;243745748819.116;238303443425.21;244895101712.451;216368178659.446;226073492966.495;229629822121.601;199420256049.689;205184480409.024;217571083045.99
Qatar;7360439423.07692;8137911978.02198;17759890109.8901;44530494505.4945;97798351648.3516;125122306346.154;167775274725.275;186833516483.516;198727747252.747;206224725274.725;161739835164.835;151732142857.143;166928571428.571
Romania;38995454545.4545;37662075750.123;37438527799.5301;99697566667.8107;172611845341.554;166225180150.414;183443154234.731;171196268957.961;190949066979.176;199626806401.529;177893451831.141;188494136775.719;211883923504.01
Russian Federation;516814274021.956;395531066563.296;259708496267.33;764017107993.346;1222644282200.48;1524917468442.6;2051661732059.47;2210256976944.74;2297128039058.16;2063662665172.51;1368400705490.7;1284727602174.3;1577524145962.85
Saudi Arabia;117630271802.403;143343036341.789;189514926213.333;328459608764.111;429097866666.667;528207200000;671238840106.667;735974843360;746647127413.333;756350347333.334;654269902880;644935541440;686738400000
Senegal;7237100724.34196;6176312552.1388;5924239700.81588;11022821631.8674;16248212852.2153;16215069255.5883;17878780184.8872;17825417949.4095;18960182371.4679;19770919167.0965;17767620058.8554;18973894458.795;21070225734.7861
Serbia;120100000000;16750000000;6540247190.33529;26252007830.4639;42616653299.9115;39460357730.5224;46466728666.6103;40742313861.1374;45519650911.4138;44210806365.6817;37160332465.1645;38299854688.1277;41431648801.1663
Singapore;36152027893.1446;87890009877.24;95833932714.6172;127417688055.756;192408387762.118;236421782178.218;275966926379.393;290673681683.604;304454327499.401;311539499644.858;304097759674.134;309763879840.753;323907234412.34
Slovakia;12694544692.7374;25733043137.2549;29114875621.8905;62697540106.9519;88945625173.6594;89501012915.7314;98181259740.0919;93413992955.8972;98478349315.3252;100948236941.182;87501423882.4686;89768598023.3903;95769031980.1362
Slovenia;;21273055398.3017;20342201356.0052;36346974008.2079;50244793831.6199;48013606745.4803;51290792018.1074;46352802765.5763;48116256926.0807;49904928335.3069;43072415017.4321;44708598648.8562;48769655479.2388
South Africa;115553279480.54;155460285076.232;136361854808.496;257671413750.825;295936485832.635;375349442837.187;416418874939.232;396327875201.304;366643223164.004;350636208163.772;317536830640.619;295746599722.066;348871647959.64
Spain;535101248775.71;612939685081.398;595402616546.895;1157276458151.97;1499099749930.54;1431616749640.29;1488067258325.2;1336018949805.58;1361854206549.39;1376910811040.88;1197789902774.43;1237255019653.86;1311320015515.99
Sri Lanka;8032551173.24014;13029697560.9756;16330814179.9766;24405791044.7761;42066217871.5349;56725749222.0435;65292753005.7475;68434409314.841;74317806538.3789;79356449840.8881;80604080688.7961;81787420023.358;87357205923.1238
Sudan;12408647540.9836;13829744878.6366;12257418326.0734;26524538565.7403;53150209167.934;65634109236.7736;67327289319.733;68125631150.2939;72065940085.7719;82151588418.8325;97156119150;95584380032.2061;117487857142.857
Sweden;258154283908.9;264051981551.316;259802012617.057;389042298376.845;429657033107.737;488377689564.921;563109663291.177;543880647757.404;578742001487.571;573817719109.402;497918109302.399;514459972806.171;538040458216.997
Switzerland;258066552980.132;342617007103.594;272055499940.786;408689353999.358;541506500413.565;583782977866.405;699579638638.226;668043614122.87;688504173431.454;709182559935.301;679289166858.236;668745279604.532;678887336848.252
Syria;12308624283.9787;11396706586.8263;19325894913.1254;28858965517.2414;0;0;0;0;0;0;0;0;0
Thailand;85343063965.9182;169278552851.272;126392308497.749;189318499954.003;281710095724.761;341105009515.333;370818747396.833;397558094269.876;420333333333.333;407339361695.577;401399422442.967;411755164832.674;455302682985.757
Trinidad and Tobago;5068000000;5329214163.22002;8154338232.95978;15982282462.3786;19172165225.5015;22157253321.2039;25366520906.9264;25601811993.9704;26578524198.305;27200280855.0476;24401734194.6814;22295585700.3672;22079017626.6686
Tunisia;12290568181.8182;18030876599.3444;21473188881.5933;32273007553.5687;43454935940.1615;44050929160.2627;45810626509.4474;45044112939.3687;46251061734.4741;47632326088.237;43152528548.124;41808379888.2681;39952095560.8829
Turkey;150676291094.21;169485941048.035;272979846449.136;501416344150.045;644640000000;771901783337.77;832523582089.552;873982182628.062;950579367580.628;934185972127.028;859796691176.471;863721731068.508;851549299635.427
Turkmenistan;3189539641.3171;2474614242.04623;2904662604.82053;8103901996.37024;20214385964.9123;22583157894.7368;29233333333.3333;35164210526.3158;39197543859.6491;43524210526.3158;35799714285.7143;36180000000;37926285714.2857
Uganda;4304398865.88268;5755818947.42125;6193246837.09687;9013834373.41246;18168902153.8798;20186496527.1256;20176025256.9153;23114293416.3905;24599550623.7254;27291879819.3622;27102650386.6012;24133664284.5033;25995031850.1658
Ukraine;81456918678.5008;48213868178.0874;31261527363.144;86057915585.3026;117113410001.027;136013155905.036;163159671670.265;175781379051.433;183310146378.081;133503411375.739;91030959454.6961;93355993628.5042;112154185121.407
United Arab Emirates;50701443748.2975;65743666575.8649;104337372362.151;180617018379.85;253547358747.447;289787338325.391;350666031313.819;374590605854.323;390107556160.653;403137100068.073;358135057862.492;357045064669.843;382575085091.899
United Kingdom;1093169389204.55;1335218557677.13;1647951278559.54;2520701818181.82;2382825985355.97;2441173394729.62;2619700404733.37;2662085168498.93;2739818680930.19;3022827781881.39;2885570309160.86;2650850178102.14;2622433959604.16
United Republic of Tanzania;4258743262.82876;5255221424.80962;10185786382.8283;16929976600.142;28573777052.4542;31409598703.7061;33877905103.8715;39087797979.9554;44413614439.1527;48219739330.6593;45628320355.1735;47388394818.1193;52090321003.0556
United States of America;5979589000000;7664060000000;10284779000000;13093726000000;14418739000000;14964372000000;15517926000000;16155255000000;16691517000000;17427609000000;18120714000000;18624475000000;19390604000000
Uruguay;9298839655.23139;19297663096.5506;22823255801.8447;17362857683.8545;31660911277.0294;40284481651.9021;47962439303.7247;51264390116.4909;57531233350.9101;57236013086.1224;53274304222.136;52687612261.5424;56156972157.6958
Uzbekistan;13360607917.8773;13350468917.4115;13760513969.314;14307509838.8053;33689223673.2577;39332770928.9425;45915191189.3237;51821573338.1312;57690453460.6205;63067077178.5381;66903804142.5395;67445712840.4013;49677172714.26
Venezuela;48598315565.032;77407726244.3439;117140723529.412;145510008134.75;329787628928.471;393192354510.653;316482190800.364;381286237847.667;371005379786.566;482359318767.703;0;0;0
Vietnam;6471740805.56984;20736164458.9505;31172518403.3162;57633255618.2731;106014659770.222;115931749697.241;135539438559.709;155820001920.492;171222025117.381;186204652922.262;193241108709.536;205276172134.901;223779865815.183
Yemen;5647119229.00763;4258788725.44991;9652436179.64605;16746344766.2044;25130274124.2525;30906749533.221;32726417878.391;35401339869.3055;40415233436.1767;43228583935.0365;45593573381.2648;36436652465.1639;31267675216.25
Zambia;3285217391.30435;3807067121.8609;3600683039.73254;8331870169.14977;15328342303.9575;20265556273.582;23460098339.7453;25503370699.2015;28045460442.1876;27150630607.2032;21154394545.895;20954754378.1394;25868142073.452
Zimbabwe;8783816700;7111270700;6689957600;5755215200;9665793300;12041655200;14101920300;17114849900;19091020000;19495519600;19963120600;20548678100;22040902300
