id_master_country;date_in;date_out;population;pib
un496;2012-01-01;2012-12-31;2844081;10271393281.3833
un498;2012-01-01;2012-12-31;3519266;7252769934.44626
un499;2012-01-01;2012-12-31;632796;4373170811.72835
un500;2012-01-01;2012-12-31;6046;
un504;2012-01-01;2012-12-31;32598536;95981572517.1671
un508;2012-01-01;2012-12-31;24475186;14243717484.4635
un512;2012-01-01;2012-12-31;2904037;78110793867.62
un516;2012-01-01;2012-12-31;2364433;13072278942.987
un520;2012-01-01;2012-12-31;10370;
un524;2012-01-01;2012-12-31;31011137;18962962962.963
un528;2012-01-01;2012-12-31;16714228;770555412702.494
un533;2012-01-01;2012-12-31;108587;
un540;2012-01-01;2012-12-31;258735;
un548;2012-01-01;2012-12-31;251674;787073459.020375
un554;2012-01-01;2012-12-31;4461257;171281095535.208
un558;2012-01-01;2012-12-31;5954898;10507356837.651
un562;2012-01-01;2012-12-31;16644339;6773185511.26727
un566;2012-01-01;2012-12-31;166629383;262597405487.822
un570;2012-01-01;2012-12-31;1385;
un574;2012-01-01;2012-12-31;;
un578;2012-01-01;2012-12-31;4960482;500029909755.049
un580;2012-01-01;2012-12-31;62152;
un583;2012-01-01;2012-12-31;112098;326160960.784002
un584;2012-01-01;2012-12-31;55717;182400000
un585;2012-01-01;2012-12-31;20758;228415735.257751
un586;2012-01-01;2012-12-31;179951140;225143266331.151
un591;2012-01-01;2012-12-31;3624991;36252500000
un598;2012-01-01;2012-12-31;7170112;15653921367.276
un600;2012-01-01;2012-12-31;6682943;25502060502.1181
un604;2012-01-01;2012-12-31;29733829;203790266509.653
un608;2012-01-01;2012-12-31;96471461;250182019476.324
un612;2012-01-01;2012-12-31;;
un616;2012-01-01;2012-12-31;38317090;489795486644.151
un620;2012-01-01;2012-12-31;10699333;212273977886.346
un624;2012-01-01;2012-12-31;1579632;822321032.405318
un626;2012-01-01;2012-12-31;1187194;1293000000
un630;2012-01-01;2012-12-31;3743380;101495811266
un634;2012-01-01;2012-12-31;1938754;192390104345.46
un638;2012-01-01;2012-12-31;865479;
un642;2012-01-01;2012-12-31;21387517;169396055590.796
un643;2012-01-01;2012-12-31;142703181;2014774938341.85
un646;2012-01-01;2012-12-31;11271786;7103000861.20669
un652;2012-01-01;2012-12-31;;
un654;2012-01-01;2012-12-31;4005;
un659;2012-01-01;2012-12-31;53697;767000000
un660;2012-01-01;2012-12-31;15911;
un662;2012-01-01;2012-12-31;177794;1238640740.74074
un663;2012-01-01;2012-12-31;;
un666;2012-01-01;2012-12-31;6039;
un670;2012-01-01;2012-12-31;109367;712588888.888889
un674;2012-01-01;2012-12-31;31945;
un678;2012-01-01;2012-12-31;171878;263398378.000848
un682;2012-01-01;2012-12-31;28705133;711049600000
un686;2012-01-01;2012-12-31;13107945;14045759802.382
un688;2012-01-01;2012-12-31;9846582;37488935009.7878
un690;2012-01-01;2012-12-31;87169;1128753720.62939
un694;2012-01-01;2012-12-31;6126450;3796030045.13767
un702;2012-01-01;2012-12-31;5256278;274701299733.694
un703;2012-01-01;2012-12-31;5480332;91148717948.7179
un704;2012-01-01;2012-12-31;89730274;155820001920.492
un705;2012-01-01;2012-12-31;2040057;45279487179.8345
un706;2012-01-01;2012-12-31;9797445;
un710;2012-01-01;2012-12-31;50738255;384312674445.534
un716;2012-01-01;2012-12-31;13013678;9802360203.02197
un724;2012-01-01;2012-12-31;46771596;1322964772435.07
un728;2012-01-01;2012-12-31;10386101;10220256856.5217
un729;2012-01-01;2012-12-31;35335982;58768800832.7859
un732;2012-01-01;2012-12-31;566613;
un740;2012-01-01;2012-12-31;534175;5012121214.24757
un748;2012-01-01;2012-12-31;1220408;3744472287.07088
un752;2012-01-01;2012-12-31;9495392;523942287822.878
un756;2012-01-01;2012-12-31;7733709;631173029581.956
un760;2012-01-01;2012-12-31;21117690;
un762;2012-01-01;2012-12-31;7078755;7632614221.01051
un764;2012-01-01;2012-12-31;69892142;365965815820.015
un768;2012-01-01;2012-12-31;6283092;3813834650.19521
un772;2012-01-01;2012-12-31;1136;
un776;2012-01-01;2012-12-31;104891;471575497.307237
un780;2012-01-01;2012-12-31;1350999;23320256742.6171
un784;2012-01-01;2012-12-31;8105873;
un788;2012-01-01;2012-12-31;10704948;45662043358.0705
un792;2012-01-01;2012-12-31;74508771;789257487307.029
un795;2012-01-01;2012-12-31;5169660;35164210526.3158
un796;2012-01-01;2012-12-31;39761;
un798;2012-01-01;2012-12-31;9867;39875708.119439
un800;2012-01-01;2012-12-31;35620977;20032237910.2417
un804;2012-01-01;2012-12-31;44940268;176308825694.203
un807;2012-01-01;2012-12-31;2066785;9612518136.34872
un818;2012-01-01;2012-12-31;83958369;262831912586.538
un826;2012-01-01;2012-12-31;62798099;2475781990521.33
un830;2012-01-01;2012-12-31;154218;
un831;2012-01-01;2012-12-31;;
un832;2012-01-01;2012-12-31;;
un833;2012-01-01;2012-12-31;83739;
un834;2012-01-01;2012-12-31;47656367;28242425168.1058
un840;2012-01-01;2012-12-31;315791284;16244600000000
un850;2012-01-01;2012-12-31;108590;
un854;2012-01-01;2012-12-31;17481984;10726304840.633
un858;2012-01-01;2012-12-31;3391428;49919727146.4227
un860;2012-01-01;2012-12-31;28077486;51112745668.7163
un862;2012-01-01;2012-12-31;29890694;381286237847.667
un876;2012-01-01;2012-12-31;13348;
un882;2012-01-01;2012-12-31;184772;683719606.266704
un887;2012-01-01;2012-12-31;25569263;35645823131.5726
un894;2012-01-01;2012-12-31;13883577;20590283021.5461
un004;2013-01-01;2013-12-31;34499915;20647000000
un008;2013-01-01;2013-12-31;3238316;13162000000
un012;2013-01-01;2013-12-31;36983924;215723000000
un016;2013-01-01;2013-12-31;71834;
un020;2013-01-01;2013-12-31;88909;
un024;2013-01-01;2013-12-31;20714494;123996000000
un028;2013-01-01;2013-12-31;91404;1220000000
un031;2013-01-01;2013-12-31;9533445;76009000000
un032;2013-01-01;2013-12-31;41473982;484596000000
un036;2013-01-01;2013-12-31;23213944;1487971000000
un040;2013-01-01;2013-12-31;8441263;417900000000
un044;2013-01-01;2013-12-31;355233;8373000000
un048;2013-01-01;2013-12-31;1377273;28362000000
un050;2013-01-01;2013-12-31;154393847;140175000000
un051;2013-01-01;2013-12-31;3117722;10442000000
un052;2013-01-01;2013-12-31;275141;4262000000
un056;2013-01-01;2013-12-31;10815599;507418000000
un060;2013-01-01;2013-12-31;65335;
un064;2013-01-01;2013-12-31;762313;2133000000
un068;2013-01-01;2013-12-31;10409761;29805000000
un070;2013-01-01;2013-12-31;3735880;18867000000
un072;2013-01-01;2013-12-31;2074616;15532000000
un076;2013-01-01;2013-12-31;200050487;2190218000000
un084;2013-01-01;2013-12-31;330721;1637000000
un090;2013-01-01;2013-12-31;580791;1099000000
un092;2013-01-01;2013-12-31;23928;
un096;2013-01-01;2013-12-31;419772;16564000000
un100;2013-01-01;2013-12-31;7349462;53698000000
un104;2013-01-01;2013-12-31;49119646;59427000000
un108;2013-01-01;2013-12-31;8911183;2676000000
un112;2013-01-01;2013-12-31;9498290;69242000000
un116;2013-01-01;2013-12-31;14656016;15642000000
un120;2013-01-01;2013-12-31;20913595;27883000000
un124;2013-01-01;2013-12-31;34993747;1825062000000
un132;2013-01-01;2013-12-31;510213;1955000000
un136;2013-01-01;2013-12-31;57708;
un140;2013-01-01;2013-12-31;4666833;2050000000
un144;2013-01-01;2013-12-31;21393876;65120000000
un148;2013-01-01;2013-12-31;12141876;13589000000
un152;2013-01-01;2013-12-31;17574464;281666000000
un156;2013-01-01;2013-12-31;1359368470;8939327000000
un170;2013-01-01;2013-12-31;48165221;369225000000
un174;2013-01-01;2013-12-31;792913;658000000
un175;2013-01-01;2013-12-31;223907;
un178;2013-01-01;2013-12-31;4324199;14253000000
un180;2013-01-01;2013-12-31;71419669;18556000000
un184;2013-01-01;2013-12-31;20635;
un188;2013-01-01;2013-12-31;4859957;48505000000
un191;2013-01-01;2013-12-31;4378806;58601000000
un192;2013-01-01;2013-12-31;11244424;
un196;2013-01-01;2013-12-31;1141453;21778000000
un203;2013-01-01;2013-12-31;10589806;198630000000
un204;2013-01-01;2013-12-31;9606534;8359000000
un208;2013-01-01;2013-12-31;5611187;324293000000
un212;2013-01-01;2013-12-31;67702;495000000
un214;2013-01-01;2013-12-31;10308609;59266000000
un218;2013-01-01;2013-12-31;15061398;91412000000
un222;2013-01-01;2013-12-31;6302723;24666000000
un226;2013-01-01;2013-12-31;761050;17080000000
un231;2013-01-01;2013-12-31;88356373;47335000000
un232;2013-01-01;2013-12-31;5748304;3438000000
un233;2013-01-01;2013-12-31;1338832;24284000000
un234;2013-01-01;2013-12-31;49326;
un238;2013-01-01;2013-12-31;3045;
un242;2013-01-01;2013-12-31;882863;4218000000
un246;2013-01-01;2013-12-31;5418763;259627000000
un248;2013-01-01;2013-12-31;;
un250;2013-01-01;2013-12-31;63782963;2738676000000
un254;2013-01-01;2013-12-31;249408;
un258;2013-01-01;2013-12-31;279632;
un262;2013-01-01;2013-12-31;940090;1459000000
un266;2013-01-01;2013-12-31;1594205;19965000000
un268;2013-01-01;2013-12-31;4278410;15953000000
un270;2013-01-01;2013-12-31;1874360;896000000
un276;2013-01-01;2013-12-31;81804228;3593238000000
un288;2013-01-01;2013-12-31;26131336;45546000000
un292;2013-01-01;2013-12-31;29309;
un296;2013-01-01;2013-12-31;104251;173000000
un300;2013-01-01;2013-12-31;11445691;243330000000
un304;2013-01-01;2013-12-31;57300;
un308;2013-01-01;2013-12-31;105719;811000000
un312;2013-01-01;2013-12-31;467335;
un316;2013-01-01;2013-12-31;186562;
un320;2013-01-01;2013-12-31;15527502;53904000000
un324;2013-01-01;2013-12-31;10753680;6544000000
un328;2013-01-01;2013-12-31;759262;3020000000
un332;2013-01-01;2013-12-31;10388424;8287000000
un336;2013-01-01;2013-12-31;460;
un340;2013-01-01;2013-12-31;8071522;18877000000
un344;2013-01-01;2013-12-31;7274125;279654000000
un348;2013-01-01;2013-12-31;9933795;130563000000
un352;2013-01-01;2013-12-31;331996;14585000000
un356;2013-01-01;2013-12-31;1275137828;1758216000000
un360;2013-01-01;2013-12-31;247188189;867468000000
un364;2013-01-01;2013-12-31;76407013;388512000000
un368;2013-01-01;2013-12-31;34776205;221774000000
un372;2013-01-01;2013-12-31;4631391;220893000000
un376;2013-01-01;2013-12-31;7818860;272737000000
un380;2013-01-01;2013-12-31;61087395;2068366000000
un384;2013-01-01;2013-12-31;21057316;28284000000
un388;2013-01-01;2013-12-31;2771179;14389000000
un392;2013-01-01;2013-12-31;126345235;5007203000000
un398;2013-01-01;2013-12-31;16550975;224858000000
un400;2013-01-01;2013-12-31;6572903;34076000000
un404;2013-01-01;2013-12-31;43923719;45311000000
un408;2013-01-01;2013-12-31;24654358;1197506000000
un410;2013-01-01;2013-12-31;48774767;
un414;2013-01-01;2013-12-31;2959015;186058000000
un417;2013-01-01;2013-12-31;5503253;7234000000
un418;2013-01-01;2013-12-31;6458911;10099000000
un422;2013-01-01;2013-12-31;4324060;43493000000
un426;2013-01-01;2013-12-31;2240126;2457000000
un428;2013-01-01;2013-12-31;2226260;30380000000
un430;2013-01-01;2013-12-31;4348740;1977000000
un434;2013-01-01;2013-12-31;6506095;70924000000
un438;2013-01-01;2013-12-31;36871;
un440;2013-01-01;2013-12-31;3278337;46714000000
un442;2013-01-01;2013-12-31;530018;60538000000
un446;2013-01-01;2013-12-31;578844;
un450;2013-01-01;2013-12-31;22555046;10528000000
un454;2013-01-01;2013-12-31;16406945;3683000000
un458;2013-01-01;2013-12-31;29787203;312413000000
un462;2013-01-01;2013-12-31;328551;2270000000
un466;2013-01-01;2013-12-31;16808242;11370000000
un470;2013-01-01;2013-12-31;420557;9315000000
un474;2013-01-01;2013-12-31;409366;
un478;2013-01-01;2013-12-31;3704414;4183000000
un480;2013-01-01;2013-12-31;1320785;11899000000
un484;2013-01-01;2013-12-31;117478371;1327021000000
un492;2013-01-01;2013-12-31;35456;
un496;2013-01-01;2013-12-31;2887863;11139000000
un498;2013-01-01;2013-12-31;3495657;7880000000
un499;2013-01-01;2013-12-31;633167;4518000000
un500;2013-01-01;2013-12-31;6100;
un504;2013-01-01;2013-12-31;32925553;104799000000
un508;2013-01-01;2013-12-31;25028313;14669000000
un512;2013-01-01;2013-12-31;2957333;81945000000
un516;2013-01-01;2013-12-31;2404477;12296000000
un520;2013-01-01;2013-12-31;10437;
un524;2013-01-01;2013-12-31;31535507;19341000000
un528;2013-01-01;2013-12-31;16761552;800535000000
un533;2013-01-01;2013-12-31;108883;
un540;2013-01-01;2013-12-31;262605;
un548;2013-01-01;2013-12-31;257812;828000000
un554;2013-01-01;2013-12-31;4508166;181113000000
un558;2013-01-01;2013-12-31;6041763;11284000000
un562;2013-01-01;2013-12-31;17239826;7304000000
un566;2013-01-01;2013-12-31;170901148;292028000000
un570;2013-01-01;2013-12-31;1346;
un574;2013-01-01;2013-12-31;;
un578;2013-01-01;2013-12-31;4991997;515832000000
un580;2013-01-01;2013-12-31;63597;
un583;2013-01-01;2013-12-31;112726;339000000
un584;2013-01-01;2013-12-31;56687;193000000
un585;2013-01-01;2013-12-31;20922;247000000
un586;2013-01-01;2013-12-31;183188847;236518000000
un591;2013-01-01;2013-12-31;3678264;40618000000
un598;2013-01-01;2013-12-31;7327281;16095000000
un600;2013-01-01;2013-12-31;6798236;30558000000
un604;2013-01-01;2013-12-31;30075185;210349000000
un608;2013-01-01;2013-12-31;98112780;272207000000
un612;2013-01-01;2013-12-31;;
un616;2013-01-01;2013-12-31;38331803;513934000000
un620;2013-01-01;2013-12-31;10704534;219289000000
un624;2013-01-01;2013-12-31;1612913;880000000
un626;2013-01-01;2013-12-31;1223665;6129000000
un630;2013-01-01;2013-12-31;3742334;
un634;2013-01-01;2013-12-31;1976840;199907000000
un638;2013-01-01;2013-12-31;874944;
un642;2013-01-01;2013-12-31;21338815;183785000000
un643;2013-01-01;2013-12-31;142557892;2117831000000
un646;2013-01-01;2013-12-31;11608439;7700000000
un652;2013-01-01;2013-12-31;;
un654;2013-01-01;2013-12-31;3970;
un659;2013-01-01;2013-12-31;54338;767000000
un660;2013-01-01;2013-12-31;16158;
un662;2013-01-01;2013-12-31;179515;1377000000
un663;2013-01-01;2013-12-31;;
un666;2013-01-01;2013-12-31;6042;
un670;2013-01-01;2013-12-31;109354;742000000
un674;2013-01-01;2013-12-31;32156;1866000000
un678;2013-01-01;2013-12-31;175383;311000000
un682;2013-01-01;2013-12-31;29319402;718472000000
un686;2013-01-01;2013-12-31;13454191;15355000000
un688;2013-01-01;2013-12-31;9835010;43677000000
un690;2013-01-01;2013-12-31;87417;1271000000
un694;2013-01-01;2013-12-31;6255163;4607000000
un702;2013-01-01;2013-12-31;5300914;287374000000
un703;2013-01-01;2013-12-31;5488775;96963000000
un704;2013-01-01;2013-12-31;90656550;170020000000
un705;2013-01-01;2013-12-31;2044766;46819000000
un706;2013-01-01;2013-12-31;10052842;
un710;2013-01-01;2013-12-31;50981076;353911000000
un716;2013-01-01;2013-12-31;13327925;10482000000
un724;2013-01-01;2013-12-31;47042602;1355660000000
un728;2013-01-01;2013-12-31;10881979;11772000000
un729;2013-01-01;2013-12-31;35940905;52498000000
un732;2013-01-01;2013-12-31;585270;
un740;2013-01-01;2013-12-31;538882;5009000000
un748;2013-01-01;2013-12-31;1237166;3807000000
un752;2013-01-01;2013-12-31;9545823;552042000000
un756;2013-01-01;2013-12-31;7761820;646199000000
un760;2013-01-01;2013-12-31;21468962;
un762;2013-01-01;2013-12-31;7183529;8537000000
un764;2013-01-01;2013-12-31;70243267;400916000000
un768;2013-01-01;2013-12-31;6412560;4299000000
un772;2013-01-01;2013-12-31;1141;
un776;2013-01-01;2013-12-31;105265;477000000
un780;2013-01-01;2013-12-31;1355342;27130000000
un784;2013-01-01;2013-12-31;8207940;389994000000
un788;2013-01-01;2013-12-31;10813680;48379000000
un792;2013-01-01;2013-12-31;75359032;821798000000
un795;2013-01-01;2013-12-31;5234640;40560000000
un796;2013-01-01;2013-12-31;40159;
un798;2013-01-01;2013-12-31;9888;38000000
un800;2013-01-01;2013-12-31;36759274;22602000000
un804;2013-01-01;2013-12-31;44696741;175527000000
un807;2013-01-01;2013-12-31;2069219;10507000000
un818;2013-01-01;2013-12-31;85378440;262030000000
un826;2013-01-01;2013-12-31;63177406;2489674000000
un830;2013-01-01;2013-12-31;154432;
un831;2013-01-01;2013-12-31;;
un832;2013-01-01;2013-12-31;;
un833;2013-01-01;2013-12-31;84111;
un834;2013-01-01;2013-12-31;49153002;31940000000
un840;2013-01-01;2013-12-31;318497630;16724272000000
un850;2013-01-01;2013-12-31;108300;
un854;2013-01-01;2013-12-31;18011507;12126000000
un858;2013-01-01;2013-12-31;3403117;57107000000
un860;2013-01-01;2013-12-31;28398155;55182000000
un862;2013-01-01;2013-12-31;30340637;367482000000
un876;2013-01-01;2013-12-31;13263;
un882;2013-01-01;2013-12-31;185727;705000000
un887;2013-01-01;2013-12-31;26358020;40470000000
un894;2013-01-01;2013-12-31;14314515;22239000000
